,preprocessed_Tokens,Scores
22344,mulvaney,-1712
22345,mulvaney,-1712
22346,mundus,-291
22347,murata,-2088
22348,murphy,-2068
22349,museum,-220
22350,museum,-100
22351,museum,40
22352,museum,-3266
22353,museum,-220
22354,museum,100
22355,museums,-291
22356,museums,-244
22357,museums,-300
22358,museums/w5,0
22359,music,-291
22360,music,-291
22361,music/performance,-291
22362,musicians,-291
22363,must,-244
22364,must,-2088
22365,mutual,-1932
22366,mutual,140
22367,mutual,-734
22368,mutual,-460
22369,mutual,-1712
22370,mutually,-2068
22371,mutually,-1932
22372,mutually,-734
22373,mutually,-100
22374,mvce,-140
22375,mxif,-100
22376,my,1669
22377,myers,1669
22378,mysteries,-291
22379,n,0
22380,;,-500
22381,n8,-60
22382,named,100
22383,namely,40
22384,:,-340
22385,:,-3132
22386,:,-460
22387,:,-60
22388,nano,-1932
22389,nano,40
22390,nano,-3266
22391,nano,-300
22392,nano-,140
22393,nano-,-100
22394,nano-,1669
22395,nano-,-100
22396,nanocarriers,140
22397,nanocentre,-2068
22398,nanocomposite,-140
22399,nano-composite,1669
22400,nanocomposites,-100
22401,nanocyl,-300
22402,nanocyl,-300
22403,nano-electronic,-3132
22404,nano-electronic,40
22405,nanofactory,1669
22406,nanofibres,140
22407,nanofibres,140
22408,nanoforce,-300
22409,nanogan,-220
22410,nanohydroxyapatite-filled,-300
22411,nanomarkers,140
22412,nanomaterial,-300
22413,nanomaterials,140
22414,nanomaterials,-140
22415,nanomaterials,0
22416,nano-materials,-20
22417,nanometre-level,60
22418,nanoparticle,0
22419,nanoparticle,-2088
22420,nanoparticle-based,-2088
22421,nanoparticles,60
22422,nanoparticles,140
22423,nanoparticulate,-220
22424,nanoscale,-1932
22425,nanoscale,-460
22426,nanoscale,1669
22427,nanoscale,-60
22428,nanoscience,-460
22429,nanoscience,-1532
22430,nanostructured,140
22431,nanostructures,140
22432,nanostructures,40
22433,nanosystems,140
22434,:,-140
22435,nano-technologies,1669
22436,nanotechnology,-1932
22437,nanotechnology,40
22438,nanotechnology,-734
22439,nanotechnology,-140
22440,nanotechnology,-300
22441,nanotechnology,-300
22442,nanotechnology,-140
22443,;,-460
22444,nanotecni,0
22445,nanotubes,140
22446,nanotubes,-140
22447,nanotubes,-300
22448,napier,-60
22449,narrow,-400
22450,nasa,-420
22451,nasa,-244
22452,nasa,-400
22453,nasa,-500
22454,chu,100
22455,nascent,-220
22456,nascent,-140
22457,nasuto,-244
22458,natal,-400
22459,nation,140
22460,nation,140
22461,national,-2068
22462,national,-2068
22463,national,-220
22464,national,-220
22465,national,-220
22466,national,-220
22467,national,-420
22468,national,140
22469,national,140
22470,national,-500
22471,national,-340
22472,national,-340
22473,national,-3132
22474,national,-3132
22475,national,-100
22476,national,40
22477,national,40
22478,national,-268
22479,national,-44
22480,national,-44
22481,national,-244
22482,national,-244
22483,national,-220
22484,national,-734
22485,national,-734
22486,national,-460
22487,national,-460
22488,national,-400
22489,national,-400
22490,national,-140
22491,national,-1934
22492,national,0
22493,national,1669
22494,national,-60
22495,national,-20
22496,national,-291
22497,national,-1712
22498,national,-100
22499,national,-60
22500,national,-60
22501,national,-2088
22502,national,100
22503,national,100
22504,national,60
22505,national,60
22506,national,-300
22507,national,-300
22508,national,-300
22509,national,-300
22510,national,-1532
22511,national-,-340
22512,national-,-460
22513,national/international,-420
22514,:,-2068
22515,nationally,140
22516,nationally,0
22517,nationally,-60
22518,nationally,-291
22519,nationally,-2088
22520,nations,-400
22521,;,-460
22522,natural,-2068
22523,natural,40
22524,natural,-400
22525,natural,-400
22526,natural,-300
22527,natural,60
22528,natural,-1532
22529,nature,-420
22530,nature,140
22531,nature,-500
22532,nature,-340
22533,nature,40
22534,nature,-220
22535,nature,-734
22536,nature,-1712
22537,nature,100
22538,nature,-60
22539,nature,-300
22540,nature,-300
22541,nature,-1532
22542,nature,-1532
22543,nature,-60
22544,navigation,-1932
22545,navigation,-220
22546,navigation,-300
22547,navigation,-300
22548,navigation,-220
22549,navtech,-220
22550,nazarpour,-60
22551,nccef,-100
22552,ncr,-2068
22553,ncr,-500
22554,nda,-100
22555,nda,-734
22556,nda,-734
22557,chu,-300
22558,near,-734
22559,nearby,-3132
22560,nearby,-300
22561,nearby,-300
22562,nearly,40
22563,nearly,-460
22564,nec,-44
22565,nec,-1932
22566,nec,-220
22567,nec,-140
22568,necessary,-220
22569,necessary,140
22570,necessary,-100
22571,necessary,-2088
22572,necessitated,140
22573,necsa,-20
22574,nectise,-1712
22575,need,40
22576,need,-734
22577,need,-140
22578,need,1669
22579,need,-2088
22580,need,-1532
22581,need,-244
22582,needed,140
22583,needed,-3132
22584,needed,-44
22585,needed,-460
22586,needed,-140
22587,needed,1669
22588,needed,-60
22589,needed,-1712
22590,needed,-1712
22591,needs,-220
22592,needs,-220
22593,needs,-100
22594,needs,40
22595,needs,-44
22596,needs,-244
22597,needs,-220
22598,needs,-734
22599,needs,-140
22600,needs,-60
22601,needs,-1712
22602,needs,-100
22603,needs,-2088
22604,needs,100
22605,needs,-1532
22606,needs,-340
22607,needs,-140
22608,needs,-60
22609,needs,-100
22610,needs,-2088
22611,needs,-244
22612,needs,-734
22613,needs,-460
22614,needs,-400
22615,needs,-140
22616,needs,-291
22617,needs,-300
22618,needs,-300
22619,needs,-1532
22620,:,-140
22621,;,-244
22622,needs-led,-734
22623,needs-led,-734
22624,neering,-340
22625,neglecting,-420
22626,negotiate,140
22627,negotiate,-60
22628,negotiates,-300
22629,negotiating,-1932
22630,negotiating,-220
22631,negotiation,-734
22632,negotiation,-1532
22633,negotiation,-60
22634,negotiations,-60
22635,negotiations,-60
22636,negotiations,-100
22637,nent,-340
22638,neo-natal,-220
22639,neptune,-60
22640,nerc,-220
22641,nerve,-220
22642,nerve,-100
22643,nestle,-2068
22644,net,-420
22645,net,-100
22646,net,-734
22647,net,1669
22648,net,60
22649,net-,-420
22650,netherlands,-60
22651,netronome,-60
22652,netw,-60
22653,network,-1932
22654,network,-1932
22655,network,-220
22656,network,-220
22657,network,-220
22658,network,140
22659,network,-340
22660,network,40
22661,network,-268
22662,network,-44
22663,network,-44
22664,network,-220
22665,network,-734
22666,network,-460
22667,network,-460
22668,network,-400
22669,network,-140
22670,network,-300
22671,network,-60
22672,network,-60
22673,network,-291
22674,network,-1712
22675,network,-60
22676,network,-2088
22677,network,-300
22678,network,-300
22679,network,-1532
22680,network,-1532
22681,network,-734
22682,network,-340
22683,network,-734
22684,;,-460
22685,;,0
22686,networked,-420
22687,networked,-291
22688,networked,-1712
22689,networking,-1932
22690,networking,-340
22691,networking,-44
22692,networking,-244
22693,networking,-300
22694,networking,-20
22695,networking,-291
22696,networking,-60
22697,networking,-734
22698,networking/communications,-44
22699,networks,-2068
22700,networks,-2068
22701,networks,-1932
22702,networks,-1932
22703,networks,140
22704,networks,-500
22705,networks,-340
22706,networks,-340
22707,networks,40
22708,networks,-44
22709,networks,-44
22710,networks,-244
22711,networks,-220
22712,networks,-220
22713,networks,-734
22714,networks,-400
22715,networks,-20
22716,networks,-291
22717,networks,100
22718,networks,60
22719,networks,-300
22720,networks,-300
22721,networks,-1532
22722,networks,-244
22723,networks,-220
22724,networks,-734
22725,networks,1669
22726,networks,-60
22727,networks,-1532
22728,networks,-1932
22729,networks,-340
22730,networks,-140
22731,networks,-60
22732,networks,-1532
22733,;,100
22734,all,-1532
22735,networkhuo,-500
22736,neurodegenerative,-2068
22737,neurological,-244
22738,neurophysiology,100
22739,neuroprosthetic,-60
22740,neuroscience,-244
22741,neuroscience,-60
22742,neuroscience-,-244
22743,neurotechnologies,-244
22744,neutron,-3266
22745,neutron,-20
22746,neutron,-20
22747,new,-2068
22748,new,-1932
22749,new,-220
22750,new,-220
22751,new,-220
22752,new,-220
22753,new,-420
22754,new,140
22755,new,140
22756,new,-500
22757,new,-340
22758,new,-3132
22759,new,-100
22760,new,-100
22761,new,40
22762,new,-268
22763,new,-268
22764,new,-44
22765,new,-244
22766,new,-244
22767,new,-3266
22768,new,-220
22769,new,-734
22770,new,-734
22771,new,-460
22772,new,-460
22773,new,-400
22774,new,-140
22775,new,-1934
22776,new,0
22777,new,1669
22778,new,-300
22779,new,-300
22780,new,-60
22781,new,-20
22782,new,-20
22783,new,-291
22784,new,-1712
22785,new,-100
22786,new,-100
22787,new,-60
22788,new,-2088
22789,new,100
22790,new,60
22791,new,-60
22792,new,-300
22793,new,-300
22794,new,-300
22795,new,-300
22796,new,-1532
22797,new,-1932
22798,new,-268
22799,new,-20
22800,new,-1532
22801,new,-100
22802,new/improved,-420
22803,new-build,-420
22804,newcastle,-60
22805,newcastle,-60
22806,chu,-60
22807,newest,-220
22808,newest,-2088
22809,newly,-2068
22810,newly,-1932
22811,newly,-420
22812,newly,140
22813,newly,-734
22814,newly,-460
22815,newly,-140
22816,newly,100
22817,newly,-1532
22818,newly-established,-460
22819,newly-funded,-100
22820,news,-100
22821,news,-244
22822,news,-460
22823,news,-2088
22824,news,-2088
22825,news,-2088
22826,news,-100
22827,news,-100
22828,newsletter,140
22829,newsletter,-460
22830,newsletter,1669
22831,newsletters,-100
22832,newspaper,-460
22833,newspapers,-460
22834,newspapers,-460
22835,newsroom,-1532
22836,nexeon,100
22837,nexeon,100
22838,next,-220
22839,next,-220
22840,next,-420
22841,next,-420
22842,next,140
22843,next,-500
22844,next,-340
22845,next,-100
22846,next,-244
22847,next,-460
22848,next,-400
22849,next,-100
22850,next,-60
22851,next,100
22852,next,-60
22853,next-,140
22854,next-generation,-291
22855,nezhad,-300
22856,nezhad,-300
22857,ngenics,-2068
22858,ngos,-220
22859,nhs,140
22860,nhs,-3132
22861,nhs,40
22862,nhs,-44
22863,nhs,-400
22864,nhs,-244
22865,nhs,-1932
22866,nhs,-400
22867,nhs,-244
22868,ni,0
22869,ni,0
22870,niace,0
22871,:,0
22872,nibec,0
22873,:,0
22874,nic,-500
22875,niche,-420
22876,niche,140
22877,nickel,-420
22878,nickel,-2088
22879,nigeria,1669
22880,nightingale,100
22881,night-to-night,-220
22882,nighthuo,100
22883,nihr,-340
22884,nine,-220
22885,nine,-500
22886,nine,-400
22887,nine,-140
22888,nine,1669
22889,nine,-60
22890,nine,-291
22891,nine,-1712
22892,nisp,0
22893,nisp,-60
22894,nisp,0
22895,nissan,-220
22896,nitride,-220
22897,nj,-220
22898,nl,-500
22899,nmi,-2068
22900,nmp,-500
22901,nmr,-400
22902,no,140
22903,no,-500
22904,no,-268
22905,no,-460
22906,no,0
22907,no,-1532
22908,no,60
22909,nobel,-100
22910,nobel,-100
22911,noctilucent,-220
22912,nodes,-220
22913,nodes,-60
22914,noise,-2088
22915,noisy,-44
22916,nokia,-1932
22917,nokia,-460
22918,nokia,-140
22919,noll,-60
22920,nominated,-460
22921,nominated,-2088
22922,non-,-340
22923,non-,-734
22924,non-,-400
22925,non-,1669
22926,non-,60
22927,non-academic,-2068
22928,non-academic,-1932
22929,non-academic,-220
22930,non-academic,140
22931,non-academic,-500
22932,non-academic,-340
22933,non-academic,-3132
22934,non-academic,-100
22935,non-academic,40
22936,non-academic,-268
22937,non-academic,-44
22938,non-academic,-244
22939,non-academic,-3266
22940,non-academic,-460
22941,non-academic,-400
22942,non-academic,-1934
22943,non-academic,-300
22944,non-academic,-20
22945,non-academic,-1712
22946,non-academic,-100
22947,non-academic,-2088
22948,non-academic,60
22949,non-academic,-300
22950,non-academic,-300
22951,non-commercial,60
22952,non-destructive,-100
22953,non-disclosure,-140
22954,non-executive,40
22955,non-experts,-3266
22956,non-industry,-220
22957,non-invasive,-220
22958,non-polluting,-2088
22959,non-profit,-1932
22960,non-profit,40
22961,non-profit,-60
22962,non-research,-220
22963,non-surgical,-100
22964,non-university,-1712
22965,non-woven,-60
22966,normally,-3132
22967,normally,-44
22968,normally,-460
22969,norske,-20
22970,north,140
22971,north,-3132
22972,north,40
22973,north,-3266
22974,north,60
22975,northeastern,-500
22976,northern,-734
22977,northern,0
22978,northern,-60
22979,northern,-20
22980,northern,-60
22981,not,-1932
22982,not,-220
22983,not,-420
22984,not,140
22985,not,140
22986,not,-340
22987,not,-3132
22988,not,40
22989,not,-44
22990,not,-140
22991,not,-60
22992,not,-1712
22993,not,-60
22994,notable,-1932
22995,notable,-460
22996,notable,-400
22997,notably,140
22998,notably,-400
22999,notably,-300
23000,notably,-300
23001,note,-420
23002,noted,-220
23003,noted,140
23004,noted,40
23005,noted,-100
23006,notes,-44
23007,notes,-100
23008,noteworthy,-140
23009,not-for-profit,-420
23010,notice,-300
23011,nottingham,-420
23012,novabonelu,-2088
23013,novac,-1712
23014,novac,-1712
23015,novel,-2068
23016,novel,-220
23017,novel,-220
23018,novel,140
23019,novel,-500
23020,novel,-3132
23021,novel,40
23022,novel,-44
23023,novel,-44
23024,novel,-244
23025,novel,-244
23026,novel,-3266
23027,novel,-220
23028,novel,-734
23029,novel,-460
23030,novel,-140
23031,novel,1669
23032,novel,-300
23033,novel,-20
23034,novel,-1712
23035,novel,-100
23036,novel,-60
23037,novel,-2088
23038,novel,60
23039,novel,-60
23040,novocore,100
23041,now,-2068
23042,now,-1932
23043,now,-220
23044,now,-220
23045,now,-420
23046,now,140
23047,now,140
23048,now,-500
23049,now,-340
23050,now,-3132
23051,now,-100
23052,now,40
23053,now,-268
23054,now,-44
23055,now,-460
23056,now,-400
23057,now,-140
23058,now,-300
23059,now,-60
23060,now,-20
23061,now,-291
23062,now,-1712
23063,now,-100
23064,now,-60
23065,now,-2088
23066,now,-60
23067,now,-300
23068,now,-300
23069,now,-1532
23070,nownano,-100
23071,nox,-2088
23072,npl,-500
23073,npl,-140
23074,npl,-20
23075,npl,-291
23076,npl,-500
23077,npl,-300
23078,npl,-20
23079,nsg,60
23080,ntc,-220
23081,ntu,-460
23082,nuclear,-420
23083,nuclear,-420
23084,nuclear,140
23085,nuclear,140
23086,nuclear,-100
23087,nuclear,-100
23088,nuclear,-268
23089,nuclear,-268
23090,nuclear,-3266
23091,nuclear,-734
23092,nuclear,-734
23093,nuclear,-400
23094,nuclear,-400
23095,nuclear,1669
23096,nuclear,-20
23097,nuclear,-20
23098,nuclear,-2088
23099,nuclear,-2088
23100,nuclear,-300
23101,nuclear,-300
23102,nuclear,-2088
23103,nuclear,-20
23104,nuclear,-2088
23105,nucleate,-734
23106,nuffield,-244
23107,number,-2068
23108,number,-1932
23109,number,-220
23110,number,-220
23111,number,-500
23112,number,-340
23113,number,-3132
23114,number,-100
23115,number,-44
23116,number,-3266
23117,number,-220
23118,number,-460
23119,number,-400
23120,number,-140
23121,number,-1934
23122,number,0
23123,number,1669
23124,number,-300
23125,number,-60
23126,number,-20
23127,number,-291
23128,number,-100
23129,number,-60
23130,number,-2088
23131,number,100
23132,number,-60
23133,number,-1532
23134,:,-500
23135,numbers,-420
23136,numbers,-1532
23137,numbers,-1532
23138,numerical,-420
23139,numerical,-500
23140,numerical,-500
23141,numerous,-140
23142,numerous,0
23143,numerous,-20
23144,numerous,100
23145,nurture,-400
23146,nurture,1669
23147,nurtured,-2068
23148,nurtured,-1932
23149,nurtured,1669
23150,nurtured,-60
23151,nurtured,-2088
23152,nurtures,-220
23153,nurturing,-734
23154,nurturing,-20
23155,nurturing,-1532
23156,nutrition,-244
23157,nwda,-100
23158,nyse,-60
23159,o,-93300
23160,o,-2250274
23161,oak,-1712
23162,oakley,40
23163,obama,-734
23164,obe,-3132
23165,obe,0
23166,obesity,100
23167,objective,-1932
23168,objective,-420
23169,objective,-400
23170,objective,-60
23171,objective,-1712
23172,objectives,140
23173,objectives,-244
23174,objectives,-460
23175,objectives,-220
23176,objectives,140
23177,objectives,-244
23178,objectives,140
23179,objectives,-60
23180,:,140
23181,obligations,140
23182,obn,-268
23183,observation,-244
23184,observations,-244
23185,observatory,-400
23186,observatory,60
23187,observatory,60
23188,obstetric,-60
23189,obtain,-60
23190,obtain,-2088
23191,obtain,-300
23192,obtain,-300
23193,obtained,-460
23194,obtained,-1934
23195,obtained,-300
23196,obtained,-300
23197,obtained,-1532
23198,obtained,-220
23199,obtaining,-1934
23200,obtaining,-2088
23201,obtaining,-1532
23202,obtains,-60
23203,obvious,1669
23204,ocado,-291
23205,occasionally,-60
23206,occasions,-44
23207,occasions,-100
23208,occasions,100
23209,occupant,-291
23210,occur,-44
23211,occur,-244
23212,occur,-60
23213,occur,40
23214,occurred,-60
23215,occurring,-100
23216,occurring,-1532
23217,oceanic,-220
23218,ochoa,40
23219,oclaro,-340
23220,oclaro,-1932
23221,oclaro,-1532
23222,oct,-44
23223,oct,-400
23224,october,-1932
23225,october,100
23226,oesophageal,-1532
23227,of,-2068
23228,of,-1932
23229,of,-220
23230,of,-220
23231,of,-420
23232,of,140
23233,of,140
23234,of,140
23235,of,-500
23236,of,-340
23237,of,-3132
23238,of,-100
23239,of,40
23240,of,40
23241,of,-268
23242,of,-44
23243,of,-244
23244,of,-3266
23245,of,-220
23246,of,-734
23247,of,-460
23248,of,-400
23249,of,-140
23250,of,-1934
23251,of,0
23252,of,1669
23253,of,-300
23254,of,-60
23255,of,-20
23256,of,-291
23257,of,-291
23258,of,-291
23259,of,-1712
23260,of,-100
23261,of,-60
23262,of,-2088
23263,of,100
